"X","taxon_name","genus","family","leaf_length","seed_width","seed_length","plant_height","leaf_width","seed_height","leaf_area","wood_density","leaf_thickness","leaf_mass_per_area","leaf_N_per_dry_mass","seed_dry_mass","leaf_P_per_dry_mass","leaf_C_per_dry_mass","huber_value","plant_diameter_breast_height","leaf_lifespan","MAT","MAP","n_cells"
10096,"Cardamine paucijuga","Cardamine","Brassicaceae",NA,0.5,1.2,0.4,NA,NA,78.5,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,14.0863467437634,809.951690821256,414
10097,"Cardamine tenuifolia","Cardamine","Brassicaceae",NA,0.8,1,1,NA,NA,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA,NA,13.1420784194089,825.094674556213,169
10098,"Carex sp. Algonkian Rivulet (S.J.Jarman HO110282)","Carex","Cyperaceae",NA,1.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10099,"Carex sp. Western Tasmania (A.Moscal 7489)","Carex","Cyperaceae",NA,1.75,3.5,0.05,NA,NA,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"Carex archeri","Carex","Cyperaceae",NA,1.5,3.5,NA,NA,NA,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31395924475885,1339.64516129032,31
10101,"Carex barbata","Carex","Cyperaceae",NA,1.8,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44349983760289,1131.71428571429,7
10102,"Carex bichenoviana","Carex","Cyperaceae",400,2.5,5,0.5,5,NA,NA,NA,NA,NA,NA,1.32,NA,NA,NA,NA,NA,14.1595151779903,577.180914512922,503
10103,"Carex rara subsp. capillacea","Carex","Cyperaceae",NA,1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10104,"Carex cataractae","Carex","Cyperaceae",NA,1.2,3.25,NA,NA,NA,NA,NA,NA,NA,NA,0.457,NA,NA,NA,NA,NA,9.08612742143519,1192.58823529412,17
10105,"Carex cephalotes","Carex","Cyperaceae",NA,1.5,3.5,0.2,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7194855524146,1626.86956521739,23
10106,"Carex chlorantha","Carex","Cyperaceae",NA,1.5,4,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4072985355671,996.430769230769,130
10107,"Carex fascicularis","Carex","Cyperaceae",1050,1.4,2.25,1.5,8.25,NA,275,NA,NA,NA,NA,1.37,NA,NA,NA,NA,NA,13.9776583332226,975.358282208589,815
10108,"Carex flaviformis","Carex","Cyperaceae",NA,1.8,3.75,NA,NA,NA,NA,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA,7.07296667098999,1316.7,20
10109,"Carex gunniana","Carex","Cyperaceae",NA,2,5,0.7,5.25,NA,4400,NA,NA,NA,NA,3.11,NA,NA,NA,NA,NA,12.4715251185677,896.090909090909,110
10110,"Carex hypandra","Carex","Cyperaceae",NA,1.8,3.5,NA,NA,NA,268,NA,NA,NA,NA,0.529,NA,NA,NA,NA,NA,6.06070003509521,1745.66666666667,15
10111,"Carex polyantha","Carex","Cyperaceae",500,1.5,2.5,1,6.5,NA,157,NA,NA,NA,NA,1.04,NA,NA,NA,NA,NA,13.4800211215706,1022.08641975309,243
10112,"Carex raleighii","Carex","Cyperaceae",NA,1.5,3.5,0.4,NA,NA,220,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,8.14077915661577,1363.94202898551,69
10113,"Carex tasmanica","Carex","Cyperaceae",NA,1.7,3.25,0.5,NA,NA,126,NA,NA,NA,NA,1.57,NA,NA,NA,NA,NA,12.5475971653776,694.490566037736,53
10114,"Carpha curvata","Carpha","Cyperaceae",NA,0.9,4.25,0.45,NA,NA,118,NA,NA,NA,NA,1.82,NA,NA,NA,NA,NA,8.64655911537909,2193.96774193548,31
10115,"Carpha rodwayi","Carpha","Cyperaceae",NA,0.8,3.25,0.06,NA,NA,118,NA,NA,NA,NA,1.61,NA,NA,NA,NA,NA,7.65725204523872,1893.73529411765,34
10116,"Cassinia trinerva","Cassinia","Asteraceae",86.7,0.6,1,8,7,NA,276,0.52,NA,46.2,NA,0.184,NA,NA,NA,NA,NA,13.5536952951101,1022.24245810056,895
10117,"Celmisia asteliifolia","Celmisia","Asteraceae",110,1,6,0.3,7.5,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28744060664632,1331.63250883392,283
10118,"Celmisia saxifraga","Celmisia","Asteraceae",NA,0.8,4,0.3,NA,NA,314,NA,NA,NA,NA,0.828,NA,NA,NA,NA,NA,6.99923113853701,1938.06451612903,31
10119,"Centipeda minima","Centipeda","Asteraceae",10,0.3,1,0.2,2.5,NA,47.1,NA,NA,NA,NA,0.0212,NA,NA,NA,NA,NA,18.3478972950675,610.072681704261,1597
10120,"Centrolepis fascicularis","Centrolepis","Centrolepidaceae",26.8,0.3,0.8,0.15,0.767,NA,283,NA,NA,NA,NA,0.102,NA,NA,NA,NA,NA,13.6856688168928,1018.22958057395,453
10121,"Centrolepis glabra","Centrolepis","Centrolepidaceae",44.3,0.2,0.4,0.9,0.433,NA,NA,NA,NA,NA,NA,0.0414,NA,NA,NA,NA,NA,15.6286965917658,609.587962962963,216
10122,"Centrolepis monogyna","Centrolepis","Centrolepidaceae",NA,0.5,0.8,0.05,NA,NA,9.42,NA,NA,NA,NA,0.0804,NA,NA,NA,NA,NA,8.81481307294188,1975.9243697479,119
10123,"Centrolepis muscoides","Centrolepis","Centrolepidaceae",NA,0.2,0.5,0.07,NA,NA,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2115475833416,1786.9375,16
10124,"Centrolepis pedderensis","Centrolepis","Centrolepidaceae",NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39105558395386,2107,6
10125,"Pachycladon radicata","Pachycladon","Brassicaceae",NA,0.8,1,NA,NA,NA,78.5,NA,NA,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA
10126,"Chenopodium erosum","Chenopodium","Chenopodiaceae",114,1.44,1.5,1.5,58.9,NA,NA,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA
10127,"Dysphania pumilio","Dysphania","Chenopodiaceae",16.2,0.2,0.8,0.3,8.5,NA,NA,NA,NA,NA,NA,0.332,NA,NA,NA,NA,NA,15.6418611342952,609.589811320755,2650
10128,"Gentianella brevisepala","Gentianella","Gentianaceae",NA,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.076291680336,1450.25,4
10129,"Gentianella demissa","Gentianella","Gentianaceae",NA,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.49533335367839,1745.66666666667,3
10130,"Gentianella diemensis","Gentianella","Gentianaceae",21.5,0.7,0.9,0.3,3.5,NA,294,NA,NA,NA,NA,0.179,NA,NA,NA,NA,NA,8.2606132371085,1402.94594594595,259
10131,"Gentianella eichleri","Gentianella","Gentianaceae",NA,0.5,0.75,NA,NA,NA,294,NA,NA,NA,NA,0.197,NA,NA,NA,NA,NA,6.63072416700166,1230,29
10132,"Gentianella grandis","Gentianella","Gentianaceae",NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10133,"Gentianella gunniana","Gentianella","Gentianaceae",NA,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.173,NA,NA,NA,NA,NA,10.9340370496114,926.6,16
10134,"Gentianella pleurogynoides","Gentianella","Gentianaceae",NA,0.8,0.9,NA,NA,NA,294,NA,NA,NA,NA,0.224,NA,NA,NA,NA,NA,7.37140738522565,1931.51851851852,27
10135,"Gentianella polysperes","Gentianella","Gentianaceae",NA,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,9.47908560649769,1115.24324324324,74
10136,"Chorizandra enodis","Chorizandra","Cyperaceae",NA,2.2,2.5,1,NA,NA,NA,NA,NA,NA,NA,1.82,NA,NA,NA,NA,NA,14.9442426924272,615.454545454545,550
10137,"Colobanthus apetalus","Colobanthus","Caryophyllaceae",NA,0.5,1,0.08,NA,NA,38.5,NA,NA,NA,NA,0.0771,NA,NA,NA,NA,NA,10.5972389633005,1144.54545454545,44
10138,"Colobanthus curtisiae","Colobanthus","Caryophyllaceae",NA,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75207020107069,784.105263157895,19
10139,"Colobanthus pulvinatus","Colobanthus","Caryophyllaceae",NA,0.277,0.594,0.238,NA,NA,1.66,NA,NA,2180,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Comesperma retusum","Comesperma","Polygalaceae",12.5,1.1,2.83,1.6,3.25,NA,35.3,NA,NA,NA,NA,1.04,NA,NA,NA,NA,NA,11.0154864274336,1202.7817679558,362
10141,"Comesperma volubile","Comesperma","Polygalaceae",38.1,1.22,2.66,3,8.62,NA,303,NA,NA,75.8,NA,1.47,NA,NA,NA,NA,NA,14.218241018833,786.334386852086,3168
10142,"Coprosma moorei","Coprosma","Rubiaceae",NA,2.5,4,0.1,NA,NA,11.8,NA,NA,NA,NA,0.845,NA,NA,NA,NA,NA,7.84613046438798,1528.71739130435,46
10143,"Coprosma perpusilla","Coprosma","Rubiaceae",5.75,2.5,5,0.1,2.75,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.61680206571307,1539.2,35
10144,"Coprosma pumila","Coprosma","Rubiaceae",4,3,6,0.2,1.5,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66793181679466,1234.09090909091,22
10145,"Correa alba","Correa","Rutaceae",24.1,2.2,3.45,3,17.5,NA,742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7626790653995,902.055690072639,429
10146,"Cotula alpina","Cotula","Asteraceae",27.5,0.7,1.7,0.141,5,NA,78.2,NA,NA,84.3,NA,0.256,NA,NA,NA,NA,NA,8.70475969124474,1171.58803986711,301
10147,"Cotula vulgaris","Cotula","Asteraceae",25,0.5,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,0.0898,NA,NA,NA,NA,NA,14.5610967127482,582.826666666667,75
10148,"Craspedia alpina","Craspedia","Asteraceae",NA,0.4,0.8,0.3,NA,NA,1190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10149,"Craspedia coolaminica","Craspedia","Asteraceae",125,0.3,1,0.65,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69660186767578,1336.33333333333,6
10150,"Craspedia glauca","Craspedia","Asteraceae",120,0.942,1.88,0.8,12,NA,1190,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,11.8983779179422,902.676691729323,1330
10151,"Craspedia paludicola","Craspedia","Asteraceae",225,0.4,1.4,0.75,14,NA,NA,NA,NA,NA,NA,0.695,NA,NA,NA,NA,NA,13.5521558664895,698.58041958042,286
10152,"Crassula decumbens","Crassula","Crassulaceae",5.5,0.139,0.396,0.15,1.5,NA,9.33,NA,NA,11.6,NA,0.0151,NA,NA,NA,NA,NA,14.7228774342395,620.528203062047,2485
10153,"Crassula helmsii","Crassula","Crassulaceae",7.25,0.198,0.396,0.3,1.95,NA,28.3,NA,NA,NA,NA,0.213,NA,NA,NA,NA,NA,13.6845747139706,722.928772258669,1070
10154,"Crassula moschata","Crassula","Crassulaceae",NA,0.297,0.594,NA,NA,NA,NA,NA,NA,NA,NA,0.0427,NA,NA,NA,NA,NA,10.8446969985962,1940,2
10155,"Crassula peduncularis","Crassula","Crassulaceae",3.5,0.178,0.396,0.5,0.75,NA,3.93,NA,NA,NA,NA,0.0131,NA,NA,NA,NA,NA,14.8258232170486,581.023861171367,461
10156,"Cryptandra exilis","Cryptandra","Rhamnaceae",8,0.6,1.5,0.4,1,NA,NA,NA,NA,NA,NA,0.386,NA,NA,NA,NA,NA,11.8965055147807,777.5,6
10157,"Cullen microcephalum","Cullen","Fabaceae",40,1,2,NA,15,NA,NA,NA,NA,NA,NA,4.03,NA,NA,NA,NA,NA,11.1005600220816,845.942857142857,350
10158,"Cuscuta tasmanica","Cuscuta","Convolvulaceae",NA,1,1.78,NA,NA,NA,NA,NA,NA,NA,NA,1.41,NA,NA,NA,NA,NA,14.3837918379368,675.410256410256,78
10159,"Leptecophylla abietina","Leptecophylla","Ericaceae",15,8.25,9,2,2.5,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0908330188078,1604.17647058824,20
10160,"Cyathodes dealbata","Cyathodes","Ericaceae",4,3,3.75,0.1,1.5,NA,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10161,"Cyathodes divaricata","Cyathodes","Ericaceae",NA,5.25,6,0.9,NA,NA,7.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10162,"Cyathodes glauca","Cyathodes","Ericaceae",23.1,4.5,6,5,3.48,NA,201,0.77,0.194,168,12.6,94,0.66,NA,NA,NA,NA,9.6695291617821,1040.86206896552,145
10163,"Cyathodes juniperina","Cyathodes","Ericaceae",NA,6,6.75,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10164,"Cyathodes parvifolia","Cyathodes","Ericaceae",NA,4.5,5.25,1.2,NA,NA,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.09836683273315,1431.4,5
10165,"Cyathodes petiolaris","Cyathodes","Ericaceae",NA,3,3.75,0.5,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10166,"Cyathodes platystoma","Cyathodes","Ericaceae",65,5.25,6,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5876806804112,1019.57142857143,7
10167,"Cymbonotus preissianus","Cymbonotus","Asteraceae",95,2,3.5,0.11,35,NA,12800,NA,NA,28,NA,2.28,NA,NA,NA,NA,NA,12.8129650696967,852.083495145631,2061
10168,"Hackelia latifolia","Hackelia","Boraginaceae",40,1,3.5,1.5,37.5,NA,NA,NA,NA,NA,NA,1.78,NA,NA,NA,NA,NA,13.8141355267111,1048.39976415094,848
10169,"Cyphanthera tasmanica","Cyphanthera","Solanaceae",35,1,2.5,4,6.58,NA,314,NA,NA,NA,NA,2.24,NA,NA,NA,NA,NA,11.2658985578097,698.538461538462,13
10170,"Damasonium minus","Damasonium","Alismataceae",NA,1,4,0.5,NA,NA,NA,NA,NA,NA,NA,0.264,NA,NA,NA,NA,NA,16.6808198666413,549.947986577181,596
10171,"Veronica nivea","Veronica","Plantaginaceae",26.2,0.297,0.99,0.5,1.02,NA,28.3,NA,NA,144,NA,0.284,NA,NA,NA,NA,NA,7.2962786546394,1500.97014925373,67
10172,"Deschampsia caespitosa","Deschampsia","Poaceae",NA,2,3.5,1,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10173,"Desmodium gunnii","Desmodium","Fabaceae",NA,0.471,4.71,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10174,"Deyeuxia benthamiana","Deyeuxia","Poaceae",NA,2.5,4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10175,"Dichosciadium ranunculaceum","Dichosciadium","Apiaceae",17.5,2,4.5,NA,18,NA,NA,NA,NA,NA,NA,7.13,NA,NA,NA,NA,NA,7.22075397627694,1926.33333333333,42
10176,"Dillwynia cinerascens","Dillwynia","Fabaceae",18.3,1.26,2.36,1.5,0.433,NA,78.5,NA,NA,NA,NA,3.67,NA,NA,NA,NA,NA,13.5662260276161,753.385909568875,954
10177,"Dillwynia glaberrima","Dillwynia","Fabaceae",18.3,1.5,2,2,0.5,NA,78.5,NA,NA,NA,NA,2.39,NA,NA,NA,NA,NA,13.9063788236027,890.452112676056,1420
10178,"Diplaspis cordifolia","Diplaspis","Apiaceae",NA,1,3,0.1,NA,NA,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.97629733987757,2012.16216216216,37
10179,"Diplaspis hydrocotyle","Diplaspis","Apiaceae",NA,1,2.5,0.12,NA,NA,314,NA,NA,NA,NA,0.874,NA,NA,NA,NA,NA,6.98763398237007,1796.90697674419,43
10180,"Discaria pubescens","Discaria","Rhamnaceae",10,1.26,2.98,2.5,3,NA,NA,NA,NA,NA,NA,4.84,NA,NA,NA,NA,NA,11.2315548712285,855.030150753769,398
10181,"Disphyma crassifolium","Disphyma","Aizoaceae",33.8,0.8,1,0.3,7.5,NA,393,NA,NA,160,NA,16.5,NA,NA,NA,NA,NA,16.3257133034119,464.7903930131,229
10182,"Donatia novae-zelandiae","Donatia","Stylidiaceae",5.5,0.297,0.99,0.05,NA,NA,78.5,NA,NA,NA,NA,0.116,NA,NA,NA,NA,NA,7.76622932222154,1996.48888888889,45
10183,"Ehrharta acuminata","Ehrharta","Poaceae",NA,3,7,NA,NA,NA,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10184,"Ehrharta juncea","Ehrharta","Poaceae",NA,2,3.5,1,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10185,"Ehrharta stipoides","Ehrharta","Poaceae",NA,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10186,"Elatine gratioloides","Elatine","Elatinaceae",7.4,0.175,0.583,0.6,2.56,0.2,58.9,NA,NA,NA,NA,0.0681,NA,NA,NA,NA,NA,15.6198022405025,694.8463356974,846
10187,"Eleocharis gracilis","Eleocharis","Cyperaceae",NA,0.8,1.25,0.5,NA,NA,393,NA,NA,NA,NA,0.427,NA,NA,NA,NA,NA,13.2365952489981,983.003731343284,536
10188,"Eleocharis pusilla","Eleocharis","Cyperaceae",NA,0.7,1,0.25,NA,NA,98.2,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,15.8038038286014,538.382149046794,1155
10189,"Eleocharis sphacelata","Eleocharis","Cyperaceae",NA,1,2.5,5,NA,NA,9420,NA,NA,NA,NA,4.27,NA,NA,NA,NA,NA,16.0092353839964,911.750167448091,1493
10190,"Epacris apsleyensis","Epacris","Ericaceae",12,0.392,0.706,1.1,3,NA,NA,NA,NA,NA,NA,0.0596,NA,NA,NA,NA,NA,11.9940752029419,744.4,5
10191,"Epacris heteronema","Epacris","Ericaceae",12,0.314,0.502,6,8,NA,78.5,NA,NA,NA,NA,0.0312,NA,NA,NA,NA,NA,10.1572868214097,1979.89534883721,87
10192,"Epacris impressa","Epacris","Ericaceae",10.7,0.392,0.864,1.6,2.3,NA,16,0.697,NA,134,8.75,0.0531,0.326,524,0.000843,NA,NA,13.0140866826646,907.910059960027,3010
10193,"Epacris lanuginosa","Epacris","Ericaceae",13,0.314,0.55,1.6,3,NA,18.6,0.664,NA,136,8.81,0.03,0.44,498,0.000623,NA,NA,11.8181699329241,1180.88283378747,369
10194,"Epacris marginata","Epacris","Ericaceae",15,0.396,0.673,1.4,5,NA,NA,NA,NA,NA,NA,0.0906,NA,NA,NA,NA,NA,10.9588421185811,833.75,12
10195,"Epacris serpyllifolia","Epacris","Ericaceae",5,0.314,0.628,1,3,NA,14.1,0.617,NA,166,NA,0.0417,NA,NA,NA,NA,NA,7.8685607876338,1765.3829787234,141
10196,"Epacris stuartii","Epacris","Ericaceae",7,0.314,0.487,0.7,5,NA,NA,NA,NA,NA,NA,0.0308,NA,NA,NA,NA,NA,11.2475185394287,828.666666666667,4
10197,"Epacris tasmanica","Epacris","Ericaceae",10,0.392,0.628,1.5,2.5,NA,39.3,NA,NA,NA,NA,0.0676,NA,NA,NA,NA,NA,11.6753920399865,723.790697674419,43
10198,"Erigeron gunnii","Erigeron","Asteraceae",NA,0.8,5,0.1,NA,NA,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10199,"Erigeron pappochromus","Erigeron","Asteraceae",NA,0.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10200,"Erigeron stellatus","Erigeron","Asteraceae",NA,0.4,1.2,0.1,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10201,"Erigeron tasmanicus","Erigeron","Asteraceae",NA,0.8,3,0.1,NA,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10202,"Pappochroma trigonum","Pappochroma","Asteraceae",NA,0.5,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.348952293396,1824.42857142857,7
10203,"Euchiton involucratus","Euchiton","Asteraceae",115,0.2,0.6,0.5,6.25,NA,1570,NA,NA,NA,NA,0.0181,NA,NA,NA,NA,NA,13.6498823547194,881.149601652405,3389
10204,"Euchiton traversii","Euchiton","Asteraceae",21,0.4,1.3,0.1,4.5,NA,195,NA,NA,NA,NA,0.0352,NA,NA,NA,NA,NA,8.26705362056864,1228.87356321839,87
10205,"Euchiton umbricola","Euchiton","Asteraceae",35,0.4,1.2,0.15,11.5,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.17475361323488,1255.11602209945,181
10206,"Eucryphia milliganii","Eucryphia","Cunoniaceae",19.2,0.829,1.57,3,8,1.5,157,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA,8.65931629816691,2062.56,75
10207,"Euphrasia amphisysepala","Euphrasia","Scrophulariaceae",NA,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA
10208,"Euphrasia fragosa","Euphrasia","Scrophulariaceae",NA,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7497644424438,1135,2
10209,"Euphrasia gibbsiae","Euphrasia","Scrophulariaceae",NA,0.7,1.5,0.1,NA,NA,28.3,NA,NA,NA,NA,0.312,NA,NA,NA,NA,NA,8.57762665133322,1933.75,124
10210,"Euphrasia hookeri","Euphrasia","Scrophulariaceae",NA,0.7,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,7.93170728916075,2122.12195121951,41
10211,"Euphrasia phragmostoma","Euphrasia","Scrophulariaceae",NA,0.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,0.128,NA,NA,NA,NA,NA,NA,NA,NA
10212,"Euphrasia scabra","Euphrasia","Scrophulariaceae",11.8,0.4,0.7,0.5,4.62,NA,33.8,NA,NA,NA,NA,0.0812,NA,NA,NA,NA,NA,10.8271889530244,959.131147540984,62
10213,"Euphrasia semipicta","Euphrasia","Scrophulariaceae",NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.0834,NA,NA,NA,NA,NA,12.6222807566325,1004.66666666667,6
10214,"Euphrasia striata","Euphrasia","Scrophulariaceae",NA,0.6,1.5,0.2,NA,NA,33.8,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,7.18305191397667,1697.84375,64
10215,"Ewartia meredithiae","Ewartia","Asteraceae",NA,0.157,0.785,0.1,NA,NA,393,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,NA,NA
10216,"Ewartia planchonii","Ewartia","Asteraceae",NA,0.471,3.3,0.1,NA,NA,27.5,NA,NA,NA,NA,0.0704,NA,NA,NA,NA,NA,7.20231743085952,1782.07142857143,42
10217,"Forstera bellidifolia","Forstera","Stylidiaceae",NA,0.157,0.942,0.1,NA,NA,1180,NA,NA,NA,NA,0.0932,NA,NA,NA,NA,NA,8.13365123488686,2095.59090909091,44
10218,"Gahnia filum","Gahnia","Cyperaceae",NA,4,5.5,1.2,NA,NA,2170,NA,NA,NA,NA,1.19,NA,NA,NA,NA,NA,14.7380445220254,651.68449197861,565
10219,"Gahnia grandis","Gahnia","Cyperaceae",2050,2.8,4,3.5,5.85,NA,5600,NA,0.282,157,7.14,6.75,0.455,NA,NA,NA,NA,10.5124338935403,1477.67058823529,170
10220,"Gahnia microstachya","Gahnia","Cyperaceae",NA,1.2,2.3,0.45,NA,NA,2170,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,13.2616653184096,966.679166666667,240
10221,"Gahnia radula","Gahnia","Cyperaceae",NA,1.4,2,2,NA,NA,1420,NA,NA,432,NA,1.25,NA,NA,NA,NA,NA,13.8522972624363,872.835616438356,2045
10222,"Gahnia rodwayi","Gahnia","Cyperaceae",NA,2.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10223,"Gahnia sieberiana","Gahnia","Cyperaceae",NA,2.5,4,3,NA,NA,2170,NA,NA,232,5.62,13.8,NA,438,NA,NA,NA,14.4980705257731,1090.48073394495,2726
10224,"Gahnia trifida","Gahnia","Cyperaceae",675,1.5,2.5,1.5,2,NA,2170,NA,NA,NA,NA,1.42,NA,NA,NA,NA,NA,15.3421180870733,664.444991789819,611
10225,"Gaimardia amblyphylla","Gaimardia","Centrolepidaceae",NA,0.3,0.8,NA,NA,NA,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4253740310669,2164.71428571429,14
10226,"Gaimardia fitzgeraldii","Gaimardia","Centrolepidaceae",NA,0.3,1,0.1,NA,NA,31.4,NA,NA,NA,NA,0.0632,NA,NA,NA,NA,NA,8.24413457283607,1941.61538461538,26
10227,"Galium australe","Galium","Rubiaceae",7.75,1.5,2,0.6,2.75,NA,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2938700154268,940.04181184669,287
10228,"Galium ciliare","Galium","Rubiaceae",5.5,2,2.5,0.3,2.75,NA,40.9,NA,NA,19,NA,1.07,NA,NA,NA,NA,NA,11.946826568712,992.290679304897,633
10229,"Galium gaudichaudii","Galium","Rubiaceae",5.5,2,2.5,0.4,1.05,NA,8.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5767373388399,818.703814959447,3329
10230,"Geranium potentilloides","Geranium","Geraniaceae",25,1.5,2,1,33.4,NA,808,NA,NA,63.2,NA,2.74,NA,NA,NA,NA,NA,12.2234712860128,997.094953717528,3350
10231,"Geum talbotianum","Geum","Rosaceae",NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1.09,NA,NA,NA,NA,NA,7.60101281679594,1854.30769230769,13
10232,"Geum urbanum","Geum","Rosaceae",NA,2,3.5,1,NA,NA,NA,NA,NA,NA,NA,2.08,NA,NA,NA,NA,NA,9.8670953067381,1087.14179104478,134
10233,"Glossostigma elatinoides","Glossostigma","Phrymaceae",11,0.3,0.4,0.1,2,NA,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0603689910299,597.314917127072,181
10234,"Gnaphalium indutum","Gnaphalium","Asteraceae",10,0.2,0.6,0.8,1.33,NA,23.6,NA,NA,NA,NA,0.0324,NA,NA,NA,NA,NA,14.6929272165838,585.370283018868,425
10235,"Gnaphalium polycaulon","Gnaphalium","Asteraceae",27.5,0.15,0.5,0.15,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5217343192917,490.675675675676,222
10236,"Gratiola nana","Gratiola","Plantaginaceae",6.5,0.297,0.693,0.1,2,NA,25.9,NA,NA,NA,NA,0.0436,NA,NA,NA,NA,NA,8.43753972617529,1185.44086021505,93
